filename,gt,pred,TP,FP,FN,avg_conf
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892055_jpg.rf.64148073b38b75662598f7c06422d57b.jpg,1,1,1,0,0,0.9247795939445496
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892055_jpg.rf.a318f3a191361368e4e169e8fe5aaed2.jpg,1,1,1,0,0,0.937558114528656
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.0b9cc71637c2ec3ae5be71bd72c54373.jpg,1,1,1,0,0,0.9263954162597656
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.bb8c2e7ed73c3067202740d4b1397b0b.jpg,1,1,1,0,0,0.9317535758018494
close-image-steel-tapping-screws-metal-screw-iron-screw-chrome-screw-screws-background-wood-screw-path-white-234892064_jpg.rf.f590f31b11a87b56b73f7ce9c75dda5d.jpg,1,1,1,0,0,0.8713775873184204
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.42125feb4600af661aca3c5d75e5f89b.jpg,26,28,26,2,0,0.8027806058526039
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.7d9fd983103e19de0736d51bed9c7b7c.jpg,25,30,25,5,0,0.7464843382438023
close-up-group-screws-warehouse-abstract-texture-89962307_jpg.rf.b99ebc714098efc161af526007937eb5.jpg,36,40,36,4,0,0.824120556563139
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.00dc51c35f78afac91919142568d6eed.jpg,32,33,32,1,0,0.801193303231037
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.559e44f0611c8083a076ea09e42e01f6.jpg,40,40,40,0,0,0.7867763854563237
close-up-image-many-small-black-screws-concrete-background-112993639_jpg.rf.bb2e39f88bbe684d04dbc0ab1f4f9850.jpg,32,31,31,0,1,0.8061691926371667
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.312fb680d06c960b527ffecdc3ce4011.jpg,9,9,9,0,0,0.9023135171996223
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.36946c34aacc635754e0b5a343b4ee5d.jpg,9,9,9,0,0,0.8826861182848612
close-up-metal-screws-isolated-white-background-close-up-metal-screws-isolated-white-background-174793822_jpg.rf.38e641bd540644a04a637f5bd40ddb91.jpg,9,9,9,0,0,0.8625375496016608
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.3dffea2e5959f2c2185975ea5399722a.jpg,8,8,8,0,0,0.8771242573857307
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.bd7e778f353f29b43bf341fd6d379b77.jpg,8,8,8,0,0,0.8747454360127449
close-up-pile-screws-dowels-isolated-white-background-stainless-plastic-fastener-used-construction-178693036_jpg.rf.f237ea1cdb8a08631fa2e09f54d68206.jpg,8,8,8,0,0,0.8672331795096397
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.4660cead4eddd24b2b9f2edf2ed69c1c.jpg,36,41,36,5,0,0.7693791861941175
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.76d131c107974767247c799c50801bd5.jpg,36,40,36,4,0,0.7605684220790863
closeup-pile-old-rusty-screws-isolated-white-background-top-view-74639978_jpg.rf.af3dbaa9a77acfd93d54d24c5ca685f4.jpg,24,25,24,1,0,0.7161019468307495
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.687c44d00841eabaf7a6129a64eead73.jpg,31,31,31,0,0,0.8774392547145966
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.73469a9fd0112d41d116ce8976add638.jpg,32,32,32,0,0,0.8951740227639675
construction-screws-wooden-surface-close-up-close-up-construction-screws-wooden-surface-close-up-102813905_jpg.rf.ebabfcfbbc8d6964df8ff0b237272980.jpg,31,32,31,1,0,0.8744166903197765
countersunk-wood-screws-wooden-background-88695978_jpg.rf.26fb406526dd80f4406fd64f935c2c7a.jpg,9,9,9,0,0,0.9113755226135254
countersunk-wood-screws-wooden-background-88695978_jpg.rf.7764773ea5eafc5e422c3f9aab3d9157.jpg,9,9,9,0,0,0.9078535106447008
countersunk-wood-screws-wooden-background-88695978_jpg.rf.e6de506c8fb0e772958c10fe44f5425a.jpg,9,9,9,0,0,0.9178329904874166
cross-iron-screw-construction-screws-187352808_jpg.rf.45a4a88ade19db91a8f79ac85438b791.jpg,7,7,7,0,0,0.9102784310068402
cross-iron-screw-construction-screws-187352808_jpg.rf.50dbdf68fafdd33c6153d1d7f8dd3af6.jpg,7,7,7,0,0,0.9050251075199672
cross-iron-screw-construction-screws-187352808_jpg.rf.d63a0a496c583729e2bf1e1ef54bca52.jpg,3,3,3,0,0,0.887768010298411
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.241939cf435bdafc4a68612d6a40faeb.jpg,10,11,10,1,0,0.8753944472833113
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.9cd46c3959f3a4f6e4313581ad5189cc.jpg,10,11,10,1,0,0.8633674301884391
cross-recessed-machine-screws-pan-head-close-up-machine-screws-cross-recessed-pan-head-white-anti-corrosion-coating-211921973_jpg.rf.bed1ee56e3b91d82a98de792615dd55d.jpg,10,10,10,0,0,0.9221004188060761
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.0f34a19cc386493cffdfc5907a5aaeed.jpg,7,7,7,0,0,0.9020264574459621
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.0fa61222e7b850448f7b5f5142177b93.jpg,7,7,7,0,0,0.8883310982159206
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.3907c671c0ce1be029f03ae9ec4c1838.jpg,7,7,7,0,0,0.8590923803193229
drywall-screws-pile-used-206161958_jpg.rf.76bc6b1aec1ecf011cab2f67d7c2b14c.jpg,22,22,22,0,0,0.8460920669815757
drywall-screws-pile-used-206161958_jpg.rf.af5aba14892f7a19e94fac45e0238c65.jpg,22,22,22,0,0,0.8524701676585458
drywall-screws-pile-used-206161958_jpg.rf.cb3206dcb8c08c73b3fe33524d8ad87a.jpg,21,22,21,1,0,0.8330833478407427
electronics-screws-above-12172237_jpg.rf.abd349dce61dbb17654eb46eb74686ca.jpg,17,26,17,9,0,0.6798667357518122
electronics-screws-above-12172237_jpg.rf.ce83483aa35fe885aace11c938ee0a03.jpg,17,19,17,2,0,0.8476140263833498
electronics-screws-above-12172237_jpg.rf.e8a23eb9cfef31798c6944b1b03f28cb.jpg,16,16,16,0,0,0.859180822968483
gettyimages-1093989628-612x612_jpg.rf.3303ed8b5b524021f47fbeab2512d64f.jpg,17,19,17,2,0,0.7768328080051824
gettyimages-1093989628-612x612_jpg.rf.5cd98bfd043b124ada1cc43e73596466.jpg,22,25,22,3,0,0.8049904048442841
gettyimages-1093989628-612x612_jpg.rf.d8a92666379b6df8a28c89d9afebc864.jpg,17,17,17,0,0,0.8111482297672945
gettyimages-1129718867-612x612_jpg.rf.0f3f0a73ae0dab7070c9ce7cd5b88419.jpg,63,70,63,7,0,0.8007677529539381
gettyimages-1129718867-612x612_jpg.rf.32d8c3342f1350b03dba89439875c571.jpg,63,68,63,5,0,0.8167368664461023
gettyimages-1129718867-612x612_jpg.rf.e6bc0c452f533af24cf705c216786107.jpg,44,49,44,5,0,0.7787598243781498
gettyimages-1132599059-612x612_jpg.rf.06cea2970a327d5d81760d1a1b182043.jpg,6,6,6,0,0,0.8993652661641439
gettyimages-1132599059-612x612_jpg.rf.3d315a95071fa9279ca7dd43a09d5150.jpg,5,5,5,0,0,0.8940054655075074
gettyimages-1132599059-612x612_jpg.rf.fbbb648ce0c98408bebfab4337821b93.jpg,6,6,6,0,0,0.9099900225798289
gettyimages-1195036796-612x612_jpg.rf.0190edc3c426099f26bc133ed4fe040c.jpg,47,53,47,6,0,0.7258193987720417
gettyimages-1195036796-612x612_jpg.rf.774421fa31e015414d83516727775168.jpg,66,70,66,4,0,0.7728581296546119
gettyimages-1195036796-612x612_jpg.rf.c4def8d54e4ebb75b5b397348b0c5793.jpg,66,72,66,6,0,0.7230228239463435
gettyimages-1203948559-612x612_jpg.rf.547c82c6b7b243376574de67e97ce24a.jpg,3,3,3,0,0,0.9280708034833273
gettyimages-1203948559-612x612_jpg.rf.65c718f4bc1af613c4b77dc4e44d2e1d.jpg,4,4,4,0,0,0.8933623433113098
gettyimages-1203948559-612x612_jpg.rf.c487e4b7c856d0620aac7fd9f279dd0f.jpg,3,3,3,0,0,0.9356971383094788
gettyimages-1283718232-612x612_jpg.rf.309627dfd2e6db8cfbf7275a279415c0.jpg,8,12,8,4,0,0.7097384035587311
gettyimages-1283718232-612x612_jpg.rf.d6d473c1e2bc1d9f1b69ab15cb9eb7bf.jpg,7,7,7,0,0,0.829910661493029
gettyimages-1283718232-612x612_jpg.rf.fbcbc4945f5752b28dfe30888096bcf3.jpg,8,14,8,6,0,0.6952922173908779
gettyimages-1301034771-612x612_jpg.rf.0183da1ec7a6d1454278fa6e57135a11.jpg,4,4,4,0,0,0.9205793291330338
gettyimages-1301034771-612x612_jpg.rf.3512e03815c3dd2c1412136f8e29e8ee.jpg,5,6,5,1,0,0.8413834323485693
gettyimages-1301034771-612x612_jpg.rf.87eca2af42e9d33261ad4dfbe27c4bf0.jpg,5,5,5,0,0,0.9252657055854797
gettyimages-1301397195-612x612_jpg.rf.258d30f241e9b1d3b3d61871a3d96263.jpg,18,21,18,3,0,0.9069142313230605
gettyimages-1301397195-612x612_jpg.rf.3e04ce39028b7d862a8ab6d7fb043041.jpg,18,21,18,3,0,0.8867854859147754
gettyimages-1301397195-612x612_jpg.rf.480f63fcede1fbd7a6fd55d5b69d895b.jpg,13,13,13,0,0,0.907319935468527
gettyimages-1304505813-612x612_jpg.rf.2e1e0c699686e2164db42fcdebae3478.jpg,10,10,10,0,0,0.9222594738006592
gettyimages-1304505813-612x612_jpg.rf.4d609327128af48b7495c3ffbcb9800e.jpg,11,11,11,0,0,0.9246460416100242
gettyimages-1304505813-612x612_jpg.rf.a5eaeeac11d3698e48dea23a411fbb54.jpg,10,10,10,0,0,0.9078008770942688
gettyimages-1346743823-612x612_jpg.rf.5dac43025f05dc99801d191e09da767f.jpg,12,13,12,1,0,0.8191109162110549
gettyimages-1346743823-612x612_jpg.rf.9a569d8634610c6f568a34837281ad0c.jpg,10,11,10,1,0,0.810440410267223
gettyimages-1346743823-612x612_jpg.rf.d32e3cb428fa078e4beecccc0e918c47.jpg,10,11,10,1,0,0.8171183060516011
gettyimages-1356590555-612x612_jpg.rf.41520f768414a8c803787a09d39f8842.jpg,7,7,7,0,0,0.8872115441731044
gettyimages-1356590555-612x612_jpg.rf.67f6f9c7853ae6e6cf22773f81f8e5ba.jpg,10,12,10,2,0,0.843692829211553
gettyimages-1356590555-612x612_jpg.rf.e33e1d2ca55630f421a59dab5ade6f90.jpg,10,12,10,2,0,0.8512538895010948
gettyimages-144461912-612x612_jpg.rf.64ecf958948882ddd42c51e43b4e4ac5.jpg,7,7,7,0,0,0.8795549103191921
gettyimages-144461912-612x612_jpg.rf.a72af03ef3eeb8681901da0deae1b7fd.jpg,5,5,5,0,0,0.8917999505996704
gettyimages-144461912-612x612_jpg.rf.bd541b89dc8ed679b548e8c6c0565ac8.jpg,7,7,7,0,0,0.8979793361255101
gettyimages-167851459-612x612_jpg.rf.775986b733cd01ce067b565cfd336c0b.jpg,20,20,20,0,0,0.8509603202342987
gettyimages-167851459-612x612_jpg.rf.838db576f4ff2a8423308dce068668dd.jpg,25,29,25,4,0,0.7937618720120397
gettyimages-167851459-612x612_jpg.rf.b1e9aad79d726357898e7e4c07028198.jpg,20,20,20,0,0,0.8579754114151001
gettyimages-504406049-612x612_jpg.rf.084d0b33b402bd0356176bbe80d124c2.jpg,14,15,14,1,0,0.8288609047730764
gettyimages-504406049-612x612_jpg.rf.38c13ddd5a394415e013882e696a355a.jpg,14,14,14,0,0,0.8626125242028918
gettyimages-504406049-612x612_jpg.rf.898175b3d6f2b86c20271dab3bc43333.jpg,9,10,9,1,0,0.7555891960859299
gettyimages-512543868-612x612_jpg.rf.045993ce3919b81d330c3512c6ede8c7.jpg,69,73,69,4,0,0.799398614935679
gettyimages-512543868-612x612_jpg.rf.1cb4de088ec1ad1c31cb4e9a38c11101.jpg,54,56,54,2,0,0.7947185986808368
gettyimages-512543868-612x612_jpg.rf.4b0219e13370ab444d34cf38922eb853.jpg,69,75,69,6,0,0.7921129540602366
gettyimages-592029783-612x612_jpg.rf.1da05bd88fd8480ec66506356b53cedc.jpg,30,35,30,5,0,0.7413946747779846
gettyimages-592029783-612x612_jpg.rf.84edf4878403e655a0eff0e8efcbb400.jpg,30,34,30,4,0,0.8023868466124815
gettyimages-592029783-612x612_jpg.rf.da9b9a56725a9e94d0ac8403afa5df6b.jpg,30,31,30,1,0,0.8266010803561057
gettyimages-644025703-612x612_jpg.rf.0e8ad835f2d218c9596fec9c2961f2e8.jpg,3,3,3,0,0,0.8658657272656759
gettyimages-644025703-612x612_jpg.rf.7087a22e11d08124faca3f1aff416ed7.jpg,2,2,2,0,0,0.9049117267131805
gettyimages-644025703-612x612_jpg.rf.9a83c141f37e65fc1c4f5ffa3542ca5a.jpg,2,2,2,0,0,0.8992326855659485
gettyimages-664715135-612x612_jpg.rf.10ef4d815d522c0aa82e1bbe6dbec5cb.jpg,5,5,5,0,0,0.9133634805679322
gettyimages-664715135-612x612_jpg.rf.2600633365f5afa621e773d8c7777117.jpg,5,5,5,0,0,0.9163581371307373
gettyimages-664715135-612x612_jpg.rf.ba8c97ba0c4940c41f9b0c40d5b04e35.jpg,5,5,5,0,0,0.9169758439064026
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.43a51de4201122a35099bde1dcb18e87.jpg,2,2,2,0,0,0.9339391887187958
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.78117d47cd05f1baf306abe9a3a5ef4d.jpg,2,2,2,0,0,0.9364261329174042
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.9cff29576cc9c275389a4f745f828b27.jpg,2,2,2,0,0,0.9317910373210907
gold-screws-zoom-photo-63982831_jpg.rf.ba0ea0757f5d3a498410488e9e381c03.jpg,19,26,19,7,0,0.6903630793094635
gold-screws-zoom-photo-63982831_jpg.rf.d27dcab38313de4f5467f637c67e6790.jpg,28,33,28,5,0,0.748327579462167
gold-screws-zoom-photo-63982831_jpg.rf.eb16236446ef15c9a00a97d8aec2f33a.jpg,19,21,19,2,0,0.7441738872301011
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.7e76d223c9ac52cdff02a927181ed0ef.jpg,146,150,146,4,0,0.8495189181963603
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.8f72da68da229c9102a2164d02dc2f76.jpg,177,183,177,6,0,0.8759263113873904
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.930f8c5848d5e3f5705c5561a0e6867d.jpg,177,180,177,3,0,0.8800012214316262
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.168ff49a4cb4710cf4c24cd12dfd0ce4.jpg,19,19,19,0,0,0.8591125513377943
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.1f69a0de5e61bd3bf505dac37e7c0618.jpg,16,16,16,0,0,0.8537925779819489
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.54c6bce3ed77908ea7c4424864e7fbce.jpg,19,19,19,0,0,0.8602769876781263
golden-screws-isolated-white-several-background-53127172_jpg.rf.072bd1cfe1847818e4344acc7f77c801.jpg,8,8,8,0,0,0.876085139811039
golden-screws-isolated-white-several-background-53127172_jpg.rf.62bb194efd89a11eaeba5a36151c222a.jpg,8,8,8,0,0,0.8552817851305008
golden-screws-isolated-white-several-background-53127172_jpg.rf.d7fd1749bf720657ff9df0591c2a62e6.jpg,8,9,8,1,0,0.8488673170407613
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.9504703470ce410088f45e361bb941f4.jpg,27,28,27,1,0,0.7965633294412068
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.aeecdf0ef3dfa5fa3f29ea3565dd03ac.jpg,27,27,27,0,0,0.8215379427980494
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.babb43fc1614d86dd7b6a45326b3e4b4.jpg,35,45,35,10,0,0.7726449979676141
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.88a1a96e244c038091cabc958e1a3dc0.jpg,5,5,5,0,0,0.8876349687576294
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.9db799a45bc1dd6691738122bd4aaa8a.jpg,5,5,5,0,0,0.8969486951828003
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.a4708aa3684422e5cd84ae197eaa3f87.jpg,5,5,5,0,0,0.9005764842033386
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.14861a800179b2ca39bd8ede0cc4d653.jpg,11,11,11,0,0,0.8237742781639099
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.1a31bcbed4932f80a25e2a0c7bb5a22d.jpg,11,11,11,0,0,0.8820298476652666
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.ab1bbe9c9e7c6a5fcd030125270be071.jpg,10,10,10,0,0,0.8674825489521026
image19_jpg.rf.777e318d14ace6081746f3c835bf0b61.jpg,0,6,0,6,0,0.7568245828151703
image19_jpg.rf.d63593642d38209d1749ac1f91b2c91b.jpg,0,7,0,7,0,0.6991912083966392
image19_jpg.rf.f054858401f8ddd09aa53adbdb7d7131.jpg,0,8,0,8,0,0.6849344410002232
image20_jpg.rf.29061f25a030545f0c7817ac4862c810.jpg,0,4,0,4,0,0.6479647606611252
image20_jpg.rf.608e2a51da1dcadca46e5aa7a617678e.jpg,0,9,0,9,0,0.6723954346444871
image20_jpg.rf.9b5b0c75434cb37eebfa50f185a8b978.jpg,0,6,0,6,0,0.55077596505483
image21_jpg.rf.68cb0b652f8adee262c0363dd0567962.jpg,0,17,0,17,0,0.5673993264927584
image21_jpg.rf.991cef41761e48c037cf2717c8cc3fb1.jpg,0,15,0,15,0,0.722031565507253
image21_jpg.rf.f5c08ffebf3a7b22bdd566c2805ee041.jpg,0,13,0,13,0,0.7476950219044318
image25_jpg.rf.0eec1f78f7c3dd3ca4ecc1c45b4e2f75.jpg,0,36,0,36,0,0.5004687822527356
image25_jpg.rf.1940eb1c36d5085e50cf1876a9bf6f6a.jpg,0,22,0,22,0,0.6267124577002092
image25_jpg.rf.dc2a5f96363cbe942c491ddd460567e0.jpg,0,34,0,34,0,0.5139502681353513
