filename,weight
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.0f34a19cc386493cffdfc5907a5aaeed.jpg,1.0
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.0fa61222e7b850448f7b5f5142177b93.jpg,1.0
d-i-y-pile-cross-head-wood-screws-pine-board-white-copy-space-behind-114981593_jpg.rf.3907c671c0ce1be029f03ae9ec4c1838.jpg,1.0
drywall-screws-pile-used-206161958_jpg.rf.76bc6b1aec1ecf011cab2f67d7c2b14c.jpg,1.0
drywall-screws-pile-used-206161958_jpg.rf.af5aba14892f7a19e94fac45e0238c65.jpg,1.0
drywall-screws-pile-used-206161958_jpg.rf.cb3206dcb8c08c73b3fe33524d8ad87a.jpg,2.0
electronics-screws-above-12172237_jpg.rf.abd349dce61dbb17654eb46eb74686ca.jpg,3.0
electronics-screws-above-12172237_jpg.rf.ce83483aa35fe885aace11c938ee0a03.jpg,3.0
electronics-screws-above-12172237_jpg.rf.e8a23eb9cfef31798c6944b1b03f28cb.jpg,1.0
gettyimages-1093989628-612x612_jpg.rf.3303ed8b5b524021f47fbeab2512d64f.jpg,3.0
gettyimages-1093989628-612x612_jpg.rf.5cd98bfd043b124ada1cc43e73596466.jpg,3.0
gettyimages-1093989628-612x612_jpg.rf.d8a92666379b6df8a28c89d9afebc864.jpg,1.0
gettyimages-1129718867-612x612_jpg.rf.0f3f0a73ae0dab7070c9ce7cd5b88419.jpg,3.0
gettyimages-1129718867-612x612_jpg.rf.32d8c3342f1350b03dba89439875c571.jpg,3.0
gettyimages-1129718867-612x612_jpg.rf.e6bc0c452f533af24cf705c216786107.jpg,3.0
gettyimages-1132599059-612x612_jpg.rf.06cea2970a327d5d81760d1a1b182043.jpg,1.0
gettyimages-1132599059-612x612_jpg.rf.3d315a95071fa9279ca7dd43a09d5150.jpg,1.0
gettyimages-1132599059-612x612_jpg.rf.fbbb648ce0c98408bebfab4337821b93.jpg,1.0
gettyimages-1195036796-612x612_jpg.rf.0190edc3c426099f26bc133ed4fe040c.jpg,3.0
gettyimages-1195036796-612x612_jpg.rf.774421fa31e015414d83516727775168.jpg,3.0
gettyimages-1195036796-612x612_jpg.rf.c4def8d54e4ebb75b5b397348b0c5793.jpg,3.0
gettyimages-1203948559-612x612_jpg.rf.547c82c6b7b243376574de67e97ce24a.jpg,1.0
gettyimages-1203948559-612x612_jpg.rf.65c718f4bc1af613c4b77dc4e44d2e1d.jpg,1.0
gettyimages-1203948559-612x612_jpg.rf.c487e4b7c856d0620aac7fd9f279dd0f.jpg,1.0
gettyimages-1283718232-612x612_jpg.rf.309627dfd2e6db8cfbf7275a279415c0.jpg,3.0
gettyimages-1283718232-612x612_jpg.rf.d6d473c1e2bc1d9f1b69ab15cb9eb7bf.jpg,1.0
gettyimages-1283718232-612x612_jpg.rf.fbcbc4945f5752b28dfe30888096bcf3.jpg,3.0
gettyimages-1301034771-612x612_jpg.rf.0183da1ec7a6d1454278fa6e57135a11.jpg,1.0
gettyimages-1301034771-612x612_jpg.rf.3512e03815c3dd2c1412136f8e29e8ee.jpg,2.0
gettyimages-1301034771-612x612_jpg.rf.87eca2af42e9d33261ad4dfbe27c4bf0.jpg,1.0
gettyimages-1301397195-612x612_jpg.rf.258d30f241e9b1d3b3d61871a3d96263.jpg,3.0
gettyimages-1301397195-612x612_jpg.rf.3e04ce39028b7d862a8ab6d7fb043041.jpg,3.0
gettyimages-1301397195-612x612_jpg.rf.480f63fcede1fbd7a6fd55d5b69d895b.jpg,1.0
gettyimages-1304505813-612x612_jpg.rf.2e1e0c699686e2164db42fcdebae3478.jpg,1.0
gettyimages-1304505813-612x612_jpg.rf.4d609327128af48b7495c3ffbcb9800e.jpg,1.0
gettyimages-1304505813-612x612_jpg.rf.a5eaeeac11d3698e48dea23a411fbb54.jpg,1.0
gettyimages-1346743823-612x612_jpg.rf.5dac43025f05dc99801d191e09da767f.jpg,2.0
gettyimages-1346743823-612x612_jpg.rf.9a569d8634610c6f568a34837281ad0c.jpg,2.0
gettyimages-1346743823-612x612_jpg.rf.d32e3cb428fa078e4beecccc0e918c47.jpg,2.0
gettyimages-1356590555-612x612_jpg.rf.41520f768414a8c803787a09d39f8842.jpg,1.0
gettyimages-1356590555-612x612_jpg.rf.67f6f9c7853ae6e6cf22773f81f8e5ba.jpg,3.0
gettyimages-1356590555-612x612_jpg.rf.e33e1d2ca55630f421a59dab5ade6f90.jpg,3.0
gettyimages-144461912-612x612_jpg.rf.64ecf958948882ddd42c51e43b4e4ac5.jpg,1.0
gettyimages-144461912-612x612_jpg.rf.a72af03ef3eeb8681901da0deae1b7fd.jpg,1.0
gettyimages-144461912-612x612_jpg.rf.bd541b89dc8ed679b548e8c6c0565ac8.jpg,1.0
gettyimages-167851459-612x612_jpg.rf.775986b733cd01ce067b565cfd336c0b.jpg,1.0
gettyimages-167851459-612x612_jpg.rf.838db576f4ff2a8423308dce068668dd.jpg,3.0
gettyimages-167851459-612x612_jpg.rf.b1e9aad79d726357898e7e4c07028198.jpg,1.0
gettyimages-504406049-612x612_jpg.rf.084d0b33b402bd0356176bbe80d124c2.jpg,2.0
gettyimages-504406049-612x612_jpg.rf.38c13ddd5a394415e013882e696a355a.jpg,1.0
gettyimages-504406049-612x612_jpg.rf.898175b3d6f2b86c20271dab3bc43333.jpg,2.0
gettyimages-512543868-612x612_jpg.rf.045993ce3919b81d330c3512c6ede8c7.jpg,3.0
gettyimages-512543868-612x612_jpg.rf.1cb4de088ec1ad1c31cb4e9a38c11101.jpg,3.0
gettyimages-512543868-612x612_jpg.rf.4b0219e13370ab444d34cf38922eb853.jpg,3.0
gettyimages-592029783-612x612_jpg.rf.1da05bd88fd8480ec66506356b53cedc.jpg,3.0
gettyimages-592029783-612x612_jpg.rf.84edf4878403e655a0eff0e8efcbb400.jpg,3.0
gettyimages-592029783-612x612_jpg.rf.da9b9a56725a9e94d0ac8403afa5df6b.jpg,2.0
gettyimages-644025703-612x612_jpg.rf.0e8ad835f2d218c9596fec9c2961f2e8.jpg,1.0
gettyimages-644025703-612x612_jpg.rf.7087a22e11d08124faca3f1aff416ed7.jpg,1.0
gettyimages-644025703-612x612_jpg.rf.9a83c141f37e65fc1c4f5ffa3542ca5a.jpg,1.0
gettyimages-664715135-612x612_jpg.rf.10ef4d815d522c0aa82e1bbe6dbec5cb.jpg,1.0
gettyimages-664715135-612x612_jpg.rf.2600633365f5afa621e773d8c7777117.jpg,1.0
gettyimages-664715135-612x612_jpg.rf.ba8c97ba0c4940c41f9b0c40d5b04e35.jpg,1.0
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.43a51de4201122a35099bde1dcb18e87.jpg,1.0
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.78117d47cd05f1baf306abe9a3a5ef4d.jpg,1.0
gold-screws-lying-concrete-pathwalk-91874696_jpg.rf.9cff29576cc9c275389a4f745f828b27.jpg,1.0
gold-screws-zoom-photo-63982831_jpg.rf.ba0ea0757f5d3a498410488e9e381c03.jpg,3.0
gold-screws-zoom-photo-63982831_jpg.rf.d27dcab38313de4f5467f637c67e6790.jpg,3.0
gold-screws-zoom-photo-63982831_jpg.rf.eb16236446ef15c9a00a97d8aec2f33a.jpg,3.0
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.7e76d223c9ac52cdff02a927181ed0ef.jpg,3.0
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.8f72da68da229c9102a2164d02dc2f76.jpg,3.0
golden-and-silver-strong-nails-close-up-in-a-hardware-store-2C61B9K_jpg.rf.930f8c5848d5e3f5705c5561a0e6867d.jpg,3.0
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.168ff49a4cb4710cf4c24cd12dfd0ce4.jpg,1.0
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.1f69a0de5e61bd3bf505dac37e7c0618.jpg,1.0
golden-screw-pile-black-screws-close-up-wood-screws-isolatedon-white-golden-screw-pile-black-screws-close-up-wood-173770458_jpg.rf.54c6bce3ed77908ea7c4424864e7fbce.jpg,1.0
golden-screws-isolated-white-several-background-53127172_jpg.rf.072bd1cfe1847818e4344acc7f77c801.jpg,1.0
golden-screws-isolated-white-several-background-53127172_jpg.rf.62bb194efd89a11eaeba5a36151c222a.jpg,1.0
golden-screws-isolated-white-several-background-53127172_jpg.rf.d7fd1749bf720657ff9df0591c2a62e6.jpg,2.0
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.9504703470ce410088f45e361bb941f4.jpg,2.0
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.aeecdf0ef3dfa5fa3f29ea3565dd03ac.jpg,1.0
gray-texture-background-computer-screws-close-up-gray-silver-colored-texture-background-chrome-computer-screws-industrial-165159660_jpg.rf.babb43fc1614d86dd7b6a45326b3e4b4.jpg,3.0
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.88a1a96e244c038091cabc958e1a3dc0.jpg,1.0
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.9db799a45bc1dd6691738122bd4aaa8a.jpg,1.0
group-long-self-tapping-screws-row-wooden-background-as-professional-tools-fixing-group-long-self-tapping-screws-215166586_jpg.rf.a4708aa3684422e5cd84ae197eaa3f87.jpg,1.0
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.14861a800179b2ca39bd8ede0cc4d653.jpg,1.0
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.1a31bcbed4932f80a25e2a0c7bb5a22d.jpg,1.0
heap-golden-drive-screws-white-background-shape-56080323_jpg.rf.ab1bbe9c9e7c6a5fcd030125270be071.jpg,1.0
image19_jpg.rf.777e318d14ace6081746f3c835bf0b61.jpg,3.0
image19_jpg.rf.d63593642d38209d1749ac1f91b2c91b.jpg,3.0
image19_jpg.rf.f054858401f8ddd09aa53adbdb7d7131.jpg,3.0
image20_jpg.rf.29061f25a030545f0c7817ac4862c810.jpg,3.0
image20_jpg.rf.608e2a51da1dcadca46e5aa7a617678e.jpg,3.0
image20_jpg.rf.9b5b0c75434cb37eebfa50f185a8b978.jpg,3.0
image21_jpg.rf.68cb0b652f8adee262c0363dd0567962.jpg,3.0
image21_jpg.rf.991cef41761e48c037cf2717c8cc3fb1.jpg,3.0
image21_jpg.rf.f5c08ffebf3a7b22bdd566c2805ee041.jpg,3.0
image25_jpg.rf.0eec1f78f7c3dd3ca4ecc1c45b4e2f75.jpg,3.0
image25_jpg.rf.1940eb1c36d5085e50cf1876a9bf6f6a.jpg,3.0
image25_jpg.rf.dc2a5f96363cbe942c491ddd460567e0.jpg,3.0
image26_jpg.rf.759b6b31bd9659361b0734cfa5eea622.jpg,3.0
image26_jpg.rf.e770a7327d30b19eaef52398324b75e7.jpg,3.0
image26_jpg.rf.edffd72b1250e264ddcce8daf32c3181.jpg,3.0
image27_jpg.rf.09ac5928bf2961003fae136242a29820.jpg,3.0
image27_jpg.rf.20097157dc81c0c4d8e2f7e967eed674.jpg,3.0
image27_jpg.rf.9d2a847eb443457633b6904ebfc912c9.jpg,3.0
image28_jpg.rf.2bf13b0a405d67f9ac467554ad47700c.jpg,3.0
image28_jpg.rf.75532ad7c91ca7a2b26f487cfceae63b.jpg,3.0
image28_jpg.rf.c04a3c4c9f66074d9e6c5514c6d4744c.jpg,3.0
image29_jpg.rf.568740367cbc2ce3abe15bdd4070eda6.jpg,3.0
image29_jpg.rf.8cbfebfc39ba3a41b30f33d974a97753.jpg,3.0
image29_jpg.rf.c5eedd75cf4080d443e94226b1d79ee2.jpg,3.0
image31_jpg.rf.2b531685f159eed47ab0014db158cff4.jpg,3.0
image31_jpg.rf.571a055c67dda20675c86f13ed5e1449.jpg,3.0
image31_jpg.rf.83451ec169d49729931d113de07c09da.jpg,3.0
image32_jpg.rf.68363ba554b3c32d9dd6eb91577690dc.jpg,3.0
image32_jpg.rf.a29dd854fca99ca8abe41526a0f78add.jpg,3.0
image32_jpg.rf.dd0c8a933a398edd5cfec5a3411fe78f.jpg,3.0
image34_jpg.rf.64cb11fde79993ea92b026616e74a60f.jpg,3.0
image34_jpg.rf.9400f9f105f6a5d1b1a10fd18717f5c4.jpg,3.0
image34_jpg.rf.c5542e98a4b12ef25d720a40a70b74ea.jpg,3.0
image35_jpg.rf.4e50343463e80884c10d268474d7f19b.jpg,3.0
image35_jpg.rf.b1225ca766e66a4767da79a608d5dd28.jpg,3.0
image35_jpg.rf.db6a672d9e948a49c3a60c41eee6f4ce.jpg,3.0
image37_jpg.rf.0353d73e08044a9a5f27b26bfa21e7ef.jpg,3.0
image37_jpg.rf.7c706b1cbb465e814ef1a9f83d5bb324.jpg,3.0
image37_jpg.rf.a179e74417cc29ad7b55ba681263ad9e.jpg,3.0
image38_jpg.rf.4d4b4cdb86be7fae08e482a8e3256804.jpg,3.0
image38_jpg.rf.d7d911b3c2746cf8fcd37228d222d492.jpg,3.0
image38_jpg.rf.e1dc1b974c839b990a748e00a161ca79.jpg,3.0
image41_jpg.rf.5651da270d1de1059381d170fa6941c0.jpg,3.0
image41_jpg.rf.a5418f079c410d020cd6ddc63944291c.jpg,3.0
image41_jpg.rf.c2968b89a8c71f0584df18593ec16d70.jpg,3.0
image43_jpg.rf.0fdb4054bcd20696ba8950f810ae4708.jpg,3.0
image43_jpg.rf.85bd913d724070514bac8e02c2e92ec1.jpg,3.0
image43_jpg.rf.df569660eca9d408804b24588c770c5a.jpg,3.0
image45_jpg.rf.8eb111147fd51356b776f5a616237cf0.jpg,3.0
image45_jpg.rf.db8881e5f6e47cb0e5608c988ca473f7.jpg,3.0
image45_jpg.rf.e42dcfb6126ad0f9ce8d1ad3717d3610.jpg,3.0
image49_jpg.rf.16461d119462663d4648e31995bee6e2.jpg,3.0
image49_jpg.rf.bb5287d3c55035db0ffd7befa4d0e253.jpg,3.0
image49_jpg.rf.d5404b899bbc17cb7f50a3ededd851c1.jpg,3.0
image50_jpg.rf.98779280a7f5e728932406a2e237ec93.jpg,3.0
image50_jpg.rf.994c500e84d18c8781e24ffb252a6e09.jpg,3.0
image50_jpg.rf.a3ff2b2e550339f015334ee2eee79693.jpg,3.0
image52_jpg.rf.064b37665acf6e26f44872c3d0ac411f.jpg,3.0
image52_jpg.rf.11c60182198d3378d25651ca6d8c9c10.jpg,3.0
image52_jpg.rf.23f4b39aed6cf3469fad57f5beacec4b.jpg,3.0
image53_jpg.rf.0c9d414e1c7ef4573a2c46edec906e1e.jpg,3.0
image53_jpg.rf.17dab1cdc213a0a84f2edec5fe69afc8.jpg,3.0
image53_jpg.rf.61341ed7ceeedb62b053c477194a8f61.jpg,3.0
image54_jpg.rf.638f1c683080ed4ab8a0da2c178a6c5d.jpg,3.0
image54_jpg.rf.d997d8966bb4804dad3708641d0a8674.jpg,3.0
image54_jpg.rf.ece76bd958be005f796595106bdcb6af.jpg,3.0
image56_jpg.rf.0924e76d29959fe5f89faf5cb194b81b.jpg,3.0
image56_jpg.rf.6b0f0065f9e0b0aab05fb643e560f373.jpg,2.0
image56_jpg.rf.fcf6dffe08997232006c105aea26dc27.jpg,2.0
image57_jpg.rf.047ffeeaa46f93a4402f0a19a0f33ea4.jpg,3.0
image_109_jpg.rf.5f05578823175910515e45a433a8adc6.jpg,1.0
image_109_jpg.rf.cf865cac71390b908c3b584cdfaa1d63.jpg,1.0
image_109_jpg.rf.e085f658acc5d66bc94281bc09d141ee.jpg,1.0
image_1110_jpg.rf.ba96e8f008fbdc5edca2db928cc148af.jpg,1.0
image_1110_jpg.rf.de3e6e3f2442cc34e8b892a8f0db1b79.jpg,1.0
image_1110_jpg.rf.f2bac8c05eee96783d2c7bbb512d3509.jpg,1.0
image_1117_jpg.rf.4331d9fe20b59519013614cd5f373de7.jpg,2.0
image_1117_jpg.rf.85cad7c39ba3224218e24f8c0369df3f.jpg,2.0
image_1117_jpg.rf.a7b0222be51900a530c07668bc1ef689.jpg,1.0
image_111_jpg.rf.11d52c57c0a5e5d6fb9359d6c334314b.jpg,1.0
image_111_jpg.rf.74a2840c799c0711d79bde0567e1c246.jpg,1.0
